YEAR,LSOA_CODE,LA_CODE,LA_NAME,GOR_CODE,GOR_NAME,IMD_SCORE,RANK_OF_IMD_SCORE,District_LSOA_Name,District_LSOA_Code,LSOA_Code,Aged0,Aged1,Aged2,Aged3,Aged4,Aged5,Aged6,Aged7,Aged8,Aged9,Aged10,Aged11,Aged12,Aged13,Aged14,Aged15,Aged16,Aged17,Aged18,Aged19,Aged20-24,Aged25-29,Aged30-34,Aged35-39,Aged40-44,Aged45-49,Aged50-54,Aged55-59,Aged60-64,Aged65-69,Aged70-74,Aged75-79,Aged80-84,Aged85
2010,"E01023129","24UL","Rushmoor District","J","South East",15.03,18217,"Rushmoor","Rushmoor 010B","E01023129",14,16,11,22,15,17,12,18,16,14,16,14,13,14,16,12,21,20,13,11,83,106,111,155,150,135,103,90,63,44,40,32,18,
2010,"E01023130","24UL","Rushmoor District","J","South East",5.76,29263,"Rushmoor","Rushmoor 010C","E01023130",10,13,8,14,19,13,15,14,16,16,17,16,20,12,18,17,15,19,18,18,100,107,93,85,103,126,128,111,101,86,58,57,28,
2010,"E01023131","24UL","Rushmoor District","J","South East",8.73,25686,"Rushmoor","Rushmoor 010D","E01023131",12,8,14,11,17,8,13,12,13,11,14,13,12,15,17,13,19,15,17,17,95,92,82,81,108,114,96,75,80,65,61,56,59,
2010,"E01023132","24UL","Rushmoor District","J","South East",9.92,24132,"Rushmoor","Rushmoor 005C","E01023132",21,25,18,22,22,18,17,17,20,16,17,17,15,17,18,15,17,16,16,16,100,130,112,94,109,107,82,76,93,68,59,45,37,
2010,"E01023133","24UL","Rushmoor District","J","South East",4.33,30723,"Rushmoor","Rushmoor 005D","E01023133",29,14,22,24,20,16,17,15,13,22,21,18,18,24,20,16,20,21,16,12,101,141,118,148,149,148,119,93,84,50,29,23,11,
2010,"E01023134","24UL","Rushmoor District","J","South East",6.79,28080,"Rushmoor","Rushmoor 003D","E01023134",18,17,25,32,26,26,19,20,18,15,16,23,23,21,18,20,22,19,21,24,121,183,176,175,151,153,105,92,106,56,49,22,19,
2010,"E01023135","24UL","Rushmoor District","J","South East",13.09,20292,"Rushmoor","Rushmoor 005E","E01023135",45,47,36,49,57,54,50,29,28,32,33,28,28,31,27,26,26,23,24,23,174,245,184,162,142,131,103,101,88,78,77,51,35,
2010,"E01023136","24UL","Rushmoor District","J","South East",6.04,28942,"Rushmoor","Rushmoor 007C","E01023136",26,21,19,24,40,20,27,23,21,20,20,24,23,22,19,18,18,16,20,15,127,183,154,143,141,123,97,87,63,48,33,22,12,
2010,"E01023137","24UL","Rushmoor District","J","South East",10.31,23617,"Rushmoor","Rushmoor 007D","E01023137",24,16,14,18,19,19,14,15,10,14,14,14,12,10,10,11,9,8,12,12,86,65,58,93,110,101,79,66,72,58,40,27,20,
2010,"E01023138","24UL","Rushmoor District","J","South East",21.37,12974,"Rushmoor","Rushmoor 007E","E01023138",16,19,14,13,9,14,11,12,9,13,11,11,10,9,7,7,7,8,11,12,80,88,86,117,122,113,71,64,73,44,52,38,23,
2010,"E01023139","24UL","Rushmoor District","J","South East",16.34,17047,"Rushmoor","Rushmoor 007F","E01023139",17,17,15,16,19,13,18,15,15,15,15,13,12,13,9,8,11,16,12,13,79,83,82,92,83,76,48,63,62,49,46,49,40,
2010,"E01023140","24UL","Rushmoor District","J","South East",9.43,24781,"Rushmoor","Rushmoor 007G","E01023140",69,68,65,48,52,48,35,32,25,33,29,27,23,21,21,19,21,23,29,28,215,311,298,236,138,55,23,12,20,15,21,11,13,
2010,"E01023141","24UL","Rushmoor District","J","South East",7.08,27715,"Rushmoor","Rushmoor 008A","E01023141",73,65,77,69,88,71,56,53,52,51,46,52,41,38,40,31,33,72,58,52,293,351,326,261,145,66,26,13,10,8,6,7,5,
2010,"E01023142","24UL","Rushmoor District","J","South East",19.21,14598,"Rushmoor","Rushmoor 008B","E01023142",68,55,39,41,46,37,31,29,26,33,28,29,25,19,18,16,14,13,18,24,212,262,235,180,117,89,67,47,38,35,38,27,19,
2010,"E01023143","24UL","Rushmoor District","J","South East",8.710000000000001,25716,"Rushmoor","Rushmoor 008C","E01023143",57,71,69,59,82,72,56,52,45,56,53,44,38,39,34,31,28,34,43,50,271,262,234,194,141,82,47,33,36,27,26,20,24,
2010,"E01023144","24UL","Rushmoor District","J","South East",21.59,12820,"Rushmoor","Rushmoor 008D","E01023144",26,25,28,31,21,18,16,20,15,13,13,19,13,16,16,12,12,15,16,17,70,70,87,107,116,97,69,68,44,32,41,35,28,
2010,"E01023145","24UL","Rushmoor District","J","South East",18.65,15057,"Rushmoor","Rushmoor 010E","E01023145",30,33,29,26,20,14,14,15,13,13,12,9,12,10,12,11,15,12,11,12,77,75,87,113,122,118,97,75,73,68,58,63,42,
2010,"E01023146","24UL","Rushmoor District","J","South East",18.25,15374,"Rushmoor","Rushmoor 002E","E01023146",20,13,18,25,22,18,14,25,16,22,23,21,22,22,22,27,32,30,33,28,147,106,97,114,124,119,82,58,65,42,36,28,16,
2010,"E01023147","24UL","Rushmoor District","J","South East",6.44,28479,"Rushmoor","Rushmoor 003E","E01023147",9,10,12,13,15,25,19,19,15,16,16,17,15,18,13,17,15,18,15,16,106,108,103,106,118,100,100,104,111,64,52,50,33,
2010,"E01023148","24UL","Rushmoor District","J","South East",5.82,29187,"Rushmoor","Rushmoor 006E","E01023148",11,18,14,11,24,8,12,11,9,8,11,13,12,13,12,15,13,13,18,12,79,106,112,128,130,96,80,92,89,70,65,42,27,
2010,"E01023149","24UL","Rushmoor District","J","South East",5.45,29602,"Rushmoor","Rushmoor 006F","E01023149",8,10,9,12,12,6,15,11,12,14,15,11,12,16,15,14,15,13,14,12,72,91,72,77,97,85,78,69,79,75,67,79,54,
2010,"E01023150","24UN","Test Valley District","J","South East",12.6,20851,"Test Valley","Test Valley 011A","E01023150",18,10,18,6,12,17,11,10,16,14,13,15,15,17,19,19,17,16,17,18,80,107,94,105,112,120,106,96,110,90,80,77,60,
2010,"E01023151","24UN","Test Valley District","J","South East",17.84,15738,"Test Valley","Test Valley 011B","E01023151",25,20,16,16,16,16,10,12,10,10,10,9,10,12,11,13,14,11,13,12,72,75,83,88,96,81,59,62,71,64,85,70,71,
2010,"E01023152","24UN","Test Valley District","J","South East",8.550000000000001,25909,"Test Valley","Test Valley 011C","E01023152",10,9,11,3,7,11,8,13,13,11,11,16,15,16,14,15,13,15,11,12,66,82,70,87,123,103,89,78,120,122,114,108,99,
2010,"E01023153","24UN","Test Valley District","J","South East",25.39,10453,"Test Valley","Test Valley 002A","E01023153",38,30,33,24,27,22,25,28,27,21,23,26,22,18,26,23,17,22,22,21,101,111,142,158,141,101,96,82,66,58,30,24,21,
2010,"E01023154","24UN","Test Valley District","J","South East",25.74,10278,"Test Valley","Test Valley 002B","E01023154",22,30,31,32,28,35,24,29,25,30,29,31,24,29,24,23,24,28,21,18,101,113,105,127,129,113,88,75,72,54,45,29,21,
2010,"E01023155","24UN","Test Valley District","J","South East",18.4,15257,"Test Valley","Test Valley 003A","E01023155",28,34,21,32,23,22,25,20,26,26,26,19,28,23,27,29,23,25,32,28,149,157,128,126,159,147,152,131,117,93,80,63,52,
2010,"E01023156","24UN","Test Valley District","J","South East",37.29,5419,"Test Valley","Test Valley 002C","E01023156",41,39,39,42,31,28,35,31,33,29,24,29,35,37,29,29,34,43,31,30,131,118,84,105,115,101,79,59,40,25,20,13,4,
2010,"E01023157","24UN","Test Valley District","J","South East",27.45,9395,"Test Valley","Test Valley 002D","E01023157",20,22,24,28,27,28,23,23,21,21,20,19,23,22,27,16,18,27,22,18,103,112,89,96,105,98,85,54,60,52,37,26,29,
2010,"E01023158","24UN","Test Valley District","J","South East",4.28,30774,"Test Valley","Test Valley 012A","E01023158",9,16,19,20,17,19,23,26,26,24,33,27,26,26,23,27,24,23,24,27,89,55,74,144,187,197,145,150,172,169,118,79,53,
2010,"E01023159","24UN","Test Valley District","J","South East",10.61,23204,"Test Valley","Test Valley 007A","E01023159",13,18,18,24,19,27,25,22,19,15,21,16,29,24,27,27,35,25,25,21,113,114,92,136,162,157,158,166,168,132,126,83,62,
2010,"E01023160","24UN","Test Valley District","J","South East",3.96,31067,"Test Valley","Test Valley 008A","E01023160",7,14,10,8,15,16,11,12,14,21,26,42,57,41,12,17,17,21,16,15,66,59,61,59,88,131,123,121,125,80,64,46,41,
2010,"E01023161","24UN","Test Valley District","J","South East",5.36,29679,"Test Valley","Test Valley 005A","E01023161",30,34,39,28,38,57,37,31,43,37,37,36,34,37,41,45,49,42,35,27,124,119,147,235,307,285,211,203,240,189,149,99,71,
2010,"E01023162","24UN","Test Valley District","J","South East",12.79,20639,"Test Valley","Test Valley 013A","E01023162",11,15,12,11,14,13,15,18,20,21,27,20,39,39,32,44,46,48,32,23,75,61,75,104,126,156,145,98,128,104,89,76,51,
2010,"E01023163","24UN","Test Valley District","J","South East",7.52,27170,"Test Valley","Test Valley 013B","E01023163",5,10,18,8,8,13,13,19,13,17,20,20,17,20,19,17,25,27,24,18,80,68,72,103,127,152,135,119,150,124,82,53,23,
2010,"E01023164","24UN","Test Valley District","J","South East",11.76,21823,"Test Valley","Test Valley 013C","E01023164",18,14,12,17,14,14,14,13,18,15,18,23,31,33,37,36,33,30,26,17,77,66,74,102,125,153,139,132,121,98,59,58,47,
2010,"E01023165","24UN","Test Valley District","J","South East",8.81,25573,"Test Valley","Test Valley 001A","E01023165",15,25,24,21,18,23,24,20,20,24,32,30,28,29,26,32,35,38,32,29,110,63,91,146,156,153,153,149,159,108,81,71,65,
2010,"E01023166","24UN","Test Valley District","J","South East",9.0,25343,"Test Valley","Test Valley 009A","E01023166",13,12,13,10,21,11,23,13,17,17,17,17,16,16,19,16,21,22,24,20,70,40,42,71,106,129,134,112,133,86,86,55,56,
2010,"E01023167","24UN","Test Valley District","J","South East",8.84,25529,"Test Valley","Test Valley 009B","E01023167",13,15,16,17,23,16,14,15,18,21,21,13,15,26,22,18,17,19,13,20,39,39,53,95,119,117,105,96,121,100,93,89,92,
2010,"E01023168","24UN","Test Valley District","J","South East",6.83,28030,"Test Valley","Test Valley 008B","E01023168",8,15,11,5,9,10,9,13,12,12,12,18,16,19,13,20,18,12,15,21,68,35,37,58,104,107,119,124,143,93,82,82,61,
2010,"E01023169","24UN","Test Valley District","J","South East",3.83,31178,"Test Valley","Test Valley 001B","E01023169",7,17,15,18,18,17,21,18,21,25,28,19,23,19,18,19,17,14,19,17,118,116,105,131,147,132,128,128,144,138,117,80,53,
2010,"E01023170","24UN","Test Valley District","J","South East",9.18,25115,"Test Valley","Test Valley 015A","E01023170",23,23,17,19,23,25,23,27,27,25,27,27,29,31,35,33,28,35,34,29,76,75,96,171,189,179,129,123,84,97,73,79,47,
2010,"E01023171","24UN","Test Valley District","J","South East",11.79,21775,"Test Valley","Test Valley 015B","E01023171",9,10,13,19,14,17,21,15,19,22,23,22,21,27,23,21,19,21,27,20,60,68,76,85,104,107,93,121,129,86,59,47,53,
2010,"E01023172","24UN","Test Valley District","J","South East",3.39,31539,"Test Valley","Test Valley 015C","E01023172",15,10,10,12,12,5,13,11,6,15,16,19,18,23,25,29,28,28,30,28,64,64,66,86,113,135,137,128,102,57,51,52,39,
2010,"E01023173","24UN","Test Valley District","J","South East",3.72,31265,"Test Valley","Test Valley 015D","E01023173",5,10,4,12,12,14,14,18,17,23,25,20,23,24,28,25,29,39,31,27,84,78,79,99,110,132,149,174,135,71,42,34,18,
2010,"E01023174","24UN","Test Valley District","J","South East",6.51,28407,"Test Valley","Test Valley 010A","E01023174",16,22,14,21,18,21,20,18,16,15,18,23,24,26,24,26,33,34,30,33,100,80,96,147,185,159,127,100,109,75,65,41,18,
2010,"E01023175","24UN","Test Valley District","J","South East",3.31,31602,"Test Valley","Test Valley 010B","E01023175",18,12,22,15,21,15,20,15,22,16,19,22,22,25,22,20,20,20,17,23,84,76,70,94,118,129,116,110,127,84,83,65,38,
2010,"E01023176","24UN","Test Valley District","J","South East",13.3,20030,"Test Valley","Test Valley 010C","E01023176",15,18,22,11,13,12,15,10,13,15,18,9,14,21,18,17,16,19,15,17,87,76,71,94,106,130,102,104,100,68,68,74,57,
2010,"E01023177","24UN","Test Valley District","J","South East",13.4,19910,"Test Valley","Test Valley 009C","E01023177",15,25,20,20,36,34,31,17,25,26,21,22,28,18,17,17,22,27,32,24,122,130,133,141,146,156,157,133,165,110,78,68,64,
2010,"E01023178","24UN","Test Valley District","J","South East",7.79,26851,"Test Valley","Test Valley 008C","E01023178",22,30,22,22,28,29,28,38,33,36,37,41,38,38,31,31,25,33,22,27,105,75,91,138,210,215,169,140,143,90,69,60,59,
2010,"E01023179","24UN","Test Valley District","J","South East",11.33,22322,"Test Valley","Test Valley 004A","E01023179",15,31,34,27,28,29,21,31,20,23,23,20,23,23,21,26,26,34,21,27,99,112,114,118,144,125,91,60,99,77,58,29,33,
2010,"E01023180","24UN","Test Valley District","J","South East",5.91,29079,"Test Valley","Test Valley 005B","E01023180",16,11,19,19,17,10,25,23,22,24,23,19,21,22,23,16,16,14,20,16,79,108,119,138,153,106,87,80,104,83,75,72,37,
2010,"E01023181","24UN","Test Valley District","J","South East",4.66,30404,"Test Valley","Test Valley 001C","E01023181",16,21,17,21,24,22,14,23,23,16,17,28,21,23,19,25,22,22,26,21,83,78,96,150,195,164,97,52,40,16,12,2,5,
2010,"E01023182","24UN","Test Valley District","J","South East",7.96,26648,"Test Valley","Test Valley 001D","E01023182",29,22,32,22,24,14,21,22,17,12,13,15,24,25,23,20,29,31,17,15,89,117,125,154,183,161,106,73,65,43,29,22,12,
2010,"E01023183","24UN","Test Valley District","J","South East",17.35,16158,"Test Valley","Test Valley 004B","E01023183",27,14,15,17,16,12,15,20,12,18,19,17,15,17,16,19,13,14,19,17,81,94,97,91,110,100,73,66,84,54,48,44,24,
2010,"E01023184","24UN","Test Valley District","J","South East",9.94,24111,"Test Valley","Test Valley 009D","E01023184",9,12,11,16,11,16,15,6,11,11,10,8,10,13,13,11,14,13,17,12,58,33,41,57,76,94,117,134,101,66,70,54,39,
2010,"E01023185","24UN","Test Valley District","J","South East",9.56,24593,"Test Valley","Test Valley 009E","E01023185",11,24,9,9,22,12,15,15,12,14,16,16,14,14,17,17,16,14,17,11,51,43,45,75,95,102,98,91,77,76,51,71,36,
2010,"E01023186","24UN","Test Valley District","J","South East",8.77,25627,"Test Valley","Test Valley 005C","E01023186",15,23,20,18,19,15,21,17,27,21,27,27,26,32,29,30,27,27,26,22,77,70,76,106,126,124,119,98,90,71,62,49,33,
2010,"E01023187","24UN","Test Valley District","J","South East",5.09,29957,"Test Valley","Test Valley 006A","E01023187",18,13,20,16,16,18,20,19,15,17,23,23,19,21,22,16,20,23,17,16,81,81,78,100,105,116,100,91,92,62,55,68,61,
2010,"E01023188","24UN","Test Valley District","J","South East",2.39,32154,"Test Valley","Test Valley 006B","E01023188",16,11,14,16,20,16,21,17,23,24,27,29,27,23,28,24,25,23,23,19,67,47,54,96,127,151,105,81,53,48,25,33,16,
2010,"E01023189","24UN","Test Valley District","J","South East",4.65,30409,"Test Valley","Test Valley 005D","E01023189",30,26,28,27,23,24,24,27,20,24,27,28,29,30,29,27,26,27,20,20,103,105,123,142,167,152,139,88,92,66,58,33,23,
2010,"E01023190","24UN","Test Valley District","J","South East",7.75,26895,"Test Valley","Test Valley 004C","E01023190",10,10,8,7,10,12,9,13,9,12,13,11,17,13,16,17,12,16,14,12,47,57,61,69,77,72,87,72,94,50,48,41,49,
2010,"E01023191","24UN","Test Valley District","J","South East",4.35,30696,"Test Valley","Test Valley 012B","E01023191",17,19,21,16,21,19,15,22,14,18,16,15,16,18,20,24,23,31,20,11,104,92,108,156,168,155,131,138,111,71,50,42,35,
2010,"E01023192","24UN","Test Valley District","J","South East",19.71,14203,"Test Valley","Test Valley 012C","E01023192",33,30,34,32,38,18,26,22,16,26,23,21,29,23,21,26,23,23,22,22,102,115,138,163,149,119,103,101,136,105,94,72,61,
2010,"E01023193","24UN","Test Valley District","J","South East",7.8,26836,"Test Valley","Test Valley 012D","E01023193",17,10,18,15,16,12,8,17,13,15,13,18,15,12,13,20,19,25,17,20,89,70,73,92,97,120,105,76,125,115,81,77,64,
2010,"E01023194","24UN","Test Valley District","J","South East",3.36,31570,"Test Valley","Test Valley 012E","E01023194",12,16,8,7,8,14,9,11,11,8,7,11,9,10,9,16,19,17,25,16,66,70,62,73,93,85,97,97,121,134,95,72,59,
2010,"E01023195","24UN","Test Valley District","J","South East",9.029999999999999,25310,"Test Valley","Test Valley 007B","E01023195",32,32,35,31,34,33,32,32,35,19,27,27,23,21,20,24,30,30,50,40,166,153,142,163,152,104,81,55,75,67,31,35,29,
2010,"E01023196","24UN","Test Valley District","J","South East",9.35,24885,"Test Valley","Test Valley 005E","E01023196",10,15,17,14,12,16,19,15,18,15,16,16,16,14,18,15,17,13,15,14,60,58,60,76,106,109,81,103,138,79,64,54,37,
2010,"E01023197","24UN","Test Valley District","J","South East",5.12,29929,"Test Valley","Test Valley 007C","E01023197",16,14,9,12,28,10,10,14,18,24,27,20,21,19,22,23,16,16,17,19,93,106,128,159,179,130,101,99,84,44,42,36,24,
2010,"E01023198","24UN","Test Valley District","J","South East",8.960000000000001,25391,"Test Valley","Test Valley 007D","E01023198",13,11,13,12,14,8,8,9,12,13,12,15,12,16,13,12,16,9,10,15,54,67,63,66,95,107,73,90,136,88,62,59,36,
2010,"E01023199","24UN","Test Valley District","J","South East",14.38,18821,"Test Valley","Test Valley 013D","E01023199",18,19,12,14,18,16,16,19,14,15,16,15,20,22,21,21,21,24,19,21,108,105,99,111,138,120,129,130,115,83,62,32,28,
2010,"E01023200","24UN","Test Valley District","J","South East",3.85,31168,"Test Valley","Test Valley 012F","E01023200",19,26,11,13,10,14,13,16,15,16,16,14,20,16,16,18,16,17,17,18,90,78,80,103,111,118,129,134,120,53,47,31,35,
2010,"E01023201","24UN","Test Valley District","J","South East",17.59,15941,"Test Valley","Test Valley 003B","E01023201",20,14,18,21,18,21,14,14,11,12,16,15,15,18,19,18,20,21,22,23,128,126,93,77,96,104,85,89,125,93,67,65,45,
2010,"E01023202","24UN","Test Valley District","J","South East",23.57,11547,"Test Valley","Test Valley 003C","E01023202",35,27,20,18,10,21,9,16,13,8,9,11,13,12,14,11,14,10,14,15,89,138,164,153,115,75,75,82,93,58,62,75,60,
2010,"E01023203","24UN","Test Valley District","J","South East",12.13,21389,"Test Valley","Test Valley 004D","E01023203",15,21,15,15,4,15,12,12,15,11,14,18,16,10,13,14,9,10,8,13,80,88,76,94,103,106,86,76,114,80,84,54,48,
2010,"E01023204","24UN","Test Valley District","J","South East",19.42,14431,"Test Valley","Test Valley 004E","E01023204",39,30,28,18,26,23,20,25,21,16,21,25,19,15,12,17,19,25,23,23,94,134,139,149,115,86,78,93,91,77,54,42,30,
2010,"E01023205","24UN","Test Valley District","J","South East",23.38,11666,"Test Valley","Test Valley 002E","E01023205",25,20,40,26,33,25,18,21,20,18,25,22,18,22,21,26,28,25,32,32,152,128,78,83,105,100,58,55,52,44,36,25,9,
2010,"E01023206","24UN","Test Valley District","J","South East",11.89,21650,"Test Valley","Test Valley 011D","E01023206",8,10,7,14,9,14,11,10,12,13,14,19,18,23,21,25,23,17,18,19,51,40,35,52,82,94,79,87,83,48,48,42,39,
2010,"E01023207","24UN","Test Valley District","J","South East",2.18,32247,"Test Valley","Test Valley 010D","E01023207",8,17,13,17,17,19,20,8,14,13,13,14,15,15,20,19,19,22,21,17,74,65,52,60,85,101,125,128,130,87,85,69,43,
2010,"E01023208","24UN","Test Valley District","J","South East",11.3,22357,"Test Valley","Test Valley 010E","E01023208",12,9,9,11,13,10,12,13,7,6,7,16,20,24,18,24,29,24,24,22,68,38,43,86,111,124,72,62,84,63,38,31,24,
2010,"E01023209","24UN","Test Valley District","J","South East",3.03,31799,"Test Valley","Test Valley 010F","E01023209",13,17,14,8,15,17,13,13,14,22,23,15,21,22,20,20,25,27,22,16,73,54,51,83,124,132,116,115,108,65,51,28,21,
2010,"E01023210","24UN","Test Valley District","J","South East",1.76,32365,"Test Valley","Test Valley 014A","E01023210",16,15,16,21,35,21,23,25,25,17,18,20,21,20,19,20,27,34,31,27,106,76,59,72,100,156,126,96,90,49,22,29,16,
2010,"E01023211","24UN","Test Valley District","J","South East",3.94,31088,"Test Valley","Test Valley 014B","E01023211",35,32,32,43,64,40,36,42,34,31,31,31,29,31,27,28,31,32,22,17,68,78,138,210,213,165,82,45,46,22,13,20,9,
2010,"E01023212","24UN","Test Valley District","J","South East",3.48,31462,"Test Valley","Test Valley 014C","E01023212",11,16,13,25,20,20,18,12,21,21,21,17,18,22,22,23,27,26,26,21,104,88,70,68,106,160,148,113,89,62,39,37,25,
2010,"E01023213","24UN","Test Valley District","J","South East",3.89,31130,"Test Valley","Test Valley 014D","E01023213",19,19,20,22,39,11,19,22,20,31,31,23,25,27,25,23,29,24,19,24,66,60,58,89,151,132,90,63,52,41,28,17,18,
2010,"E01023214","24UN","Test Valley District","J","South East",3.41,31516,"Test Valley","Test Valley 014E","E01023214",22,19,22,16,21,12,12,16,14,17,17,11,18,13,21,19,23,19,21,25,73,68,63,77,106,123,103,83,85,42,35,25,27,
2010,"E01023215","24UN","Test Valley District","J","South East",9.94,24113,"Test Valley","Test Valley 003D","E01023215",14,18,23,17,22,17,20,12,14,18,20,21,19,23,20,14,18,19,19,17,98,79,98,97,147,123,102,81,104,88,74,65,47,
2010,"E01023216","24UN","Test Valley District","J","South East",18.0,15577,"Test Valley","Test Valley 006C","E01023216",22,23,23,21,27,9,14,18,15,15,16,18,14,16,14,13,15,13,17,17,96,112,131,172,160,121,108,79,78,86,60,41,36,
2010,"E01023217","24UN","Test Valley District","J","South East",6.7,28181,"Test Valley","Test Valley 006D","E01023217",22,17,20,16,15,11,19,18,17,17,18,19,21,18,22,15,21,15,15,19,77,73,85,115,114,123,95,77,97,91,88,52,48,
2010,"E01023218","24UN","Test Valley District","J","South East",4.18,30884,"Test Valley","Test Valley 006E","E01023218",13,10,12,20,12,21,16,16,19,18,18,16,18,18,24,20,25,21,20,27,92,74,69,106,133,133,100,75,89,93,72,63,40,
2010,"E01023219","24UN","Test Valley District","J","South East",14.09,19135,"Test Valley","Test Valley 003E","E01023219",11,11,13,17,10,18,15,19,17,13,13,16,17,16,25,18,20,18,18,18,98,78,81,112,122,102,113,80,80,80,93,55,40,
2010,"E01023220","24UP","Winchester District","J","South East",4.27,30780,"Winchester","Winchester 012A","E01023220",16,21,20,27,26,35,32,27,32,27,26,35,27,35,31,27,30,28,28,32,115,91,121,203,217,199,138,125,104,99,78,52,35,
2010,"E01023221","24UP","Winchester District","J","South East",9.16,25147,"Winchester","Winchester 012B","E01023221",15,21,18,20,12,17,13,18,18,19,18,14,19,25,18,16,15,23,25,28,99,81,87,111,118,105,91,107,121,92,90,66,59,
2010,"E01023222","24UP","Winchester District","J","South East",4.2,30863,"Winchester","Winchester 012C","E01023222",4,10,12,12,10,23,15,14,18,12,11,14,14,19,21,19,23,17,23,19,88,63,63,89,106,113,120,114,128,96,68,52,36,
2010,"E01023223","24UP","Winchester District","J","South East",10.84,22922,"Winchester","Winchester 012D","E01023223",23,14,18,15,17,21,14,17,14,21,20,19,24,24,17,28,26,18,25,24,78,55,67,124,150,132,93,88,94,85,78,53,33,
2010,"E01023224","24UP","Winchester District","J","South East",10.62,23184,"Winchester","Winchester 014A","E01023224",11,20,21,11,13,22,18,13,16,12,17,14,15,14,10,10,19,43,33,37,103,121,146,144,129,117,82,64,62,58,58,36,26,
2010,"E01023225","24UP","Winchester District","J","South East",8.890000000000001,25471,"Winchester","Winchester 004A","E01023225",16,11,15,29,21,25,23,31,17,33,35,30,32,25,31,35,39,46,29,38,112,77,82,127,159,186,199,167,135,113,83,84,55,
2010,"E01023226","24UP","Winchester District","J","South East",3.06,31787,"Winchester","Winchester 010A","E01023226",17,20,21,20,26,17,27,20,20,19,20,25,28,19,18,19,17,19,21,15,52,57,83,96,110,116,101,111,105,71,71,68,50,
2010,"E01023227","24UP","Winchester District","J","South East",10.25,23711,"Winchester","Winchester 010B","E01023227",22,24,17,28,24,24,27,25,22,19,21,17,23,24,20,17,23,22,20,22,65,74,108,142,157,160,130,99,116,101,60,56,58,
2010,"E01023228","24UP","Winchester District","J","South East",3.67,31309,"Winchester","Winchester 010C","E01023228",20,27,28,14,30,24,24,28,21,22,23,17,25,22,20,28,22,22,21,24,81,76,80,120,148,181,164,162,178,155,122,77,52,
2010,"E01023229","24UP","Winchester District","J","South East",5.0,30047,"Winchester","Winchester 009A","E01023229",12,12,18,13,30,16,29,23,24,24,22,26,33,29,34,29,34,23,25,23,90,75,91,130,147,154,122,127,144,114,100,78,51,
2010,"E01023230","24UP","Winchester District","J","South East",4.2,30858,"Winchester","Winchester 010D","E01023230",10,9,16,14,27,30,26,28,32,39,32,35,36,28,22,28,25,19,22,25,102,93,123,156,166,142,130,134,164,124,121,84,61,
2010,"E01023231","24UP","Winchester District","J","South East",4.17,30892,"Winchester","Winchester 014B","E01023231",14,18,23,18,14,18,17,13,17,20,19,18,18,18,21,17,25,21,17,16,76,65,65,88,95,120,140,155,164,129,96,77,55,
2010,"E01023232","24UP","Winchester District","J","South East",6.17,28803,"Winchester","Winchester 014C","E01023232",13,23,19,22,25,27,21,13,18,18,17,17,18,17,28,25,24,21,22,21,82,64,64,67,93,127,127,150,155,104,95,86,50,
2010,"E01023233","24UP","Winchester District","J","South East",4.88,30174,"Winchester","Winchester 014D","E01023233",14,17,12,13,20,26,16,20,22,22,20,23,24,22,22,17,23,23,23,13,53,43,62,117,132,158,127,105,90,68,62,54,42,
2010,"E01023234","24UP","Winchester District","J","South East",7.96,26646,"Winchester","Winchester 014E","E01023234",15,13,22,19,23,20,25,17,22,18,17,21,28,30,31,27,23,16,18,16,70,56,66,99,147,140,131,115,95,67,64,63,41,
2010,"E01023235","24UP","Winchester District","J","South East",9.880000000000001,24182,"Winchester","Winchester 011A","E01023235",19,13,27,21,28,17,21,23,21,20,26,39,34,31,21,25,32,26,27,25,77,75,95,149,149,117,160,162,178,98,78,73,56,
2010,"E01023236","24UP","Winchester District","J","South East",10.15,23818,"Winchester","Winchester 002A","E01023236",19,18,16,14,20,22,18,21,16,20,17,12,15,12,15,15,10,22,27,18,100,100,89,95,120,184,158,149,136,110,79,72,69,
2010,"E01023237","24UP","Winchester District","J","South East",13.3,20034,"Winchester","Winchester 002B","E01023237",15,21,21,26,13,20,14,9,14,10,12,13,13,12,11,13,10,9,11,10,53,61,78,106,113,89,73,59,53,53,45,49,45,
2010,"E01023238","24UP","Winchester District","J","South East",3.7,31283,"Winchester","Winchester 002C","E01023238",18,17,17,15,21,15,10,17,14,8,10,14,16,12,16,16,15,29,36,18,111,102,88,100,122,156,123,87,96,63,46,44,35,
2010,"E01023239","24UP","Winchester District","J","South East",3.88,31132,"Winchester","Winchester 002D","E01023239",18,20,23,21,26,14,12,17,17,12,14,15,16,21,18,21,22,18,18,19,68,79,97,123,142,138,126,109,122,78,63,53,36,
2010,"E01023240","24UP","Winchester District","J","South East",4.4,30648,"Winchester","Winchester 003A","E01023240",28,24,25,33,32,25,27,27,28,29,27,30,31,33,36,32,32,28,29,24,98,138,171,206,180,151,121,121,161,142,114,89,56,
2010,"E01023241","24UP","Winchester District","J","South East",4.26,30789,"Winchester","Winchester 003B","E01023241",6,7,5,9,2,10,11,10,11,10,15,14,11,12,15,16,17,21,19,27,131,171,87,64,72,102,93,78,101,75,78,53,41,
2010,"E01023242","24UP","Winchester District","J","South East",3.1,31758,"Winchester","Winchester 009B","E01023242",16,16,14,13,12,8,11,14,12,17,17,13,13,14,17,17,18,17,19,24,100,108,90,79,86,96,108,119,108,56,35,13,16,
