YEAR,LSOA_CODE,LA_CODE,LA_NAME,GOR_CODE,GOR_NAME,IMD_SCORE,RANK_OF_IMD_SCORE,District_LSOA_Name,District_LSOA_Code,LSOA_Code,Aged0,Aged1,Aged2,Aged3,Aged4,Aged5,Aged6,Aged7,Aged8,Aged9,Aged10,Aged11,Aged12,Aged13,Aged14,Aged15,Aged16,Aged17,Aged18,Aged19,Aged20-24,Aged25-29,Aged30-34,Aged35-39,Aged40-44,Aged45-49,Aged50-54,Aged55-59,Aged60-64,Aged65-69,Aged70-74,Aged75-79,Aged80-84,Aged85
2010,"E01017100","00MR","City of Portsmouth","J","South East",12.62,20819,"Portsmouth","Portsmouth 017E","E01017100",15,14,17,19,22,19,15,15,19,13,14,17,15,14,14,17,16,14,19,31,123,69,58,87,110,113,102,70,77,64,59,46,42,
2010,"E01017101","00MR","City of Portsmouth","J","South East",16.53,16885,"Portsmouth","Portsmouth 017F","E01017101",21,14,17,24,21,27,20,13,17,13,13,10,15,11,13,11,16,14,22,30,155,108,92,104,111,124,106,71,74,77,64,41,29,
2010,"E01017102","00MR","City of Portsmouth","J","South East",36.93,5522,"Portsmouth","Portsmouth 013D","E01017102",23,17,13,29,13,21,16,19,20,17,18,15,17,15,19,19,15,24,22,23,155,148,114,112,95,91,89,90,97,59,54,51,50,
2010,"E01017103","00MR","City of Portsmouth","J","South East",48.29,2522,"Portsmouth","Portsmouth 013E","E01017103",21,35,41,33,29,27,19,19,20,23,26,27,20,24,22,18,22,17,21,18,157,137,102,86,83,71,53,45,59,49,41,35,27,
2010,"E01017104","00MR","City of Portsmouth","J","South East",22.1,12487,"Portsmouth","Portsmouth 010A","E01017104",24,18,15,17,19,18,11,13,11,11,13,11,11,14,14,16,14,15,18,21,116,107,95,91,86,95,77,55,58,41,48,46,25,
2010,"E01017105","00MR","City of Portsmouth","J","South East",26.06,10111,"Portsmouth","Portsmouth 009D","E01017105",19,21,16,15,21,19,18,10,14,15,16,13,14,15,15,18,11,14,17,19,123,107,98,114,98,100,80,75,75,55,46,50,30,
2010,"E01017106","00MR","City of Portsmouth","J","South East",28.35,8957,"Portsmouth","Portsmouth 010B","E01017106",32,34,26,26,25,28,23,24,15,20,21,19,20,20,18,15,24,23,22,20,120,98,100,129,117,102,85,67,66,52,55,41,27,
2010,"E01017107","00MR","City of Portsmouth","J","South East",26.16,10069,"Portsmouth","Portsmouth 009E","E01017107",26,24,36,23,19,15,16,13,12,15,17,17,15,16,16,14,21,14,21,25,146,139,131,116,125,117,90,72,80,66,33,38,27,
2010,"E01017108","00MR","City of Portsmouth","J","South East",34.81,6288,"Portsmouth","Portsmouth 010C","E01017108",24,20,23,22,14,19,16,15,18,18,19,13,17,18,17,15,15,16,20,17,102,107,112,121,114,117,84,75,75,57,59,37,34,
2010,"E01017109","00MR","City of Portsmouth","J","South East",30.09,8159,"Portsmouth","Portsmouth 010D","E01017109",31,31,27,27,26,20,24,17,20,12,13,15,17,17,14,18,21,24,19,22,100,98,102,130,136,106,72,63,63,57,41,43,25,
2010,"E01017110","00MR","City of Portsmouth","J","South East",27.13,9565,"Portsmouth","Portsmouth 011E","E01017110",25,35,24,17,27,20,14,13,14,12,13,21,16,14,13,11,16,13,17,18,127,114,97,109,133,115,73,65,72,53,35,23,21,
2010,"E01017111","00MR","City of Portsmouth","J","South East",26.24,10023,"Portsmouth","Portsmouth 011F","E01017111",28,27,21,24,26,17,17,16,16,14,17,18,21,20,18,22,12,19,18,29,136,125,123,127,133,125,81,61,43,53,46,37,28,
2010,"E01017112","00MR","City of Portsmouth","J","South East",54.0,1543,"Portsmouth","Portsmouth 001A","E01017112",31,30,25,23,25,26,23,22,23,27,30,24,27,34,29,33,35,31,29,28,153,115,84,93,128,116,86,101,89,63,52,42,24,
2010,"E01017113","00MR","City of Portsmouth","J","South East",15.71,17588,"Portsmouth","Portsmouth 004B","E01017113",18,19,19,19,14,11,17,17,13,17,18,18,21,19,15,14,14,16,17,18,97,127,119,112,106,83,83,94,113,78,72,44,38,
2010,"E01017114","00MR","City of Portsmouth","J","South East",12.01,21518,"Portsmouth","Portsmouth 004C","E01017114",18,15,13,8,7,8,11,5,3,7,7,12,8,8,7,10,13,10,12,11,49,100,108,122,111,96,88,103,145,103,77,40,26,
2010,"E01017115","00MR","City of Portsmouth","J","South East",36.68,5623,"Portsmouth","Portsmouth 001B","E01017115",14,19,19,16,22,25,24,17,18,16,18,17,14,14,20,17,17,26,23,29,139,115,74,58,79,97,88,79,78,52,54,33,17,
2010,"E01017116","00MR","City of Portsmouth","J","South East",36.54,5674,"Portsmouth","Portsmouth 004D","E01017116",43,45,42,35,36,26,27,41,30,33,31,36,34,34,25,26,28,21,20,21,112,205,256,209,138,93,66,48,50,37,45,39,30,
2010,"E01017117","00MR","City of Portsmouth","J","South East",35.76,5954,"Portsmouth","Portsmouth 001C","E01017117",20,24,28,26,30,27,17,23,26,23,25,31,29,25,22,27,26,23,22,20,103,88,80,103,120,93,72,84,96,72,41,19,23,
2010,"E01017118","00MR","City of Portsmouth","J","South East",50.64,2068,"Portsmouth","Portsmouth 002D","E01017118",22,25,32,34,28,19,20,20,22,21,21,23,22,33,23,30,24,32,35,32,146,119,88,90,105,111,83,84,89,53,43,29,17,
2010,"E01017119","00MR","City of Portsmouth","J","South East",41.81,4029,"Portsmouth","Portsmouth 001D","E01017119",24,25,34,21,26,25,28,19,22,19,19,19,23,23,21,25,24,29,27,28,119,97,92,97,103,118,85,106,106,56,47,37,45,
2010,"E01017120","00MR","City of Portsmouth","J","South East",50.85,2027,"Portsmouth","Portsmouth 001E","E01017120",23,22,22,20,31,21,12,23,21,14,16,14,13,16,17,19,14,23,24,24,102,85,71,78,89,88,63,92,97,68,61,46,37,
2010,"E01017121","00MR","City of Portsmouth","J","South East",23.84,11366,"Portsmouth","Portsmouth 025C","E01017121",13,20,14,14,13,17,15,11,8,9,9,11,9,11,11,6,11,10,27,38,267,165,131,115,105,103,82,85,96,64,59,55,39,
2010,"E01017122","00MR","City of Portsmouth","J","South East",27.87,9199,"Portsmouth","Portsmouth 022A","E01017122",12,18,12,7,11,11,8,8,10,8,8,10,10,7,8,7,10,6,9,19,201,155,150,133,119,101,81,81,104,65,47,52,58,
2010,"E01017123","00MR","City of Portsmouth","J","South East",25.99,10142,"Portsmouth","Portsmouth 024B","E01017123",22,18,17,16,11,9,12,8,7,8,8,8,10,8,9,9,11,6,17,28,211,189,204,176,141,109,104,98,114,88,71,67,73,
2010,"E01017124","00MR","City of Portsmouth","J","South East",21.66,12773,"Portsmouth","Portsmouth 020E","E01017124",17,19,15,22,16,11,10,10,14,11,11,8,8,9,11,11,10,11,14,26,194,132,126,127,128,95,72,71,71,54,49,36,32,
2010,"E01017125","00MR","City of Portsmouth","J","South East",23.92,11329,"Portsmouth","Portsmouth 022B","E01017125",16,9,5,5,12,7,7,5,8,8,8,13,17,11,15,19,17,27,26,30,167,112,97,97,85,86,84,70,71,48,58,85,63,
2010,"E01017126","00MR","City of Portsmouth","J","South East",21.33,13005,"Portsmouth","Portsmouth 025D","E01017126",17,8,18,21,15,13,13,12,7,11,12,6,7,7,9,12,11,14,20,54,233,160,144,133,125,102,68,58,68,56,43,37,28,
2010,"E01017127","00MR","City of Portsmouth","J","South East",21.7,12736,"Portsmouth","Portsmouth 022C","E01017127",20,18,16,13,8,7,8,5,7,5,5,7,6,7,7,5,7,5,9,21,264,212,243,198,134,123,75,76,58,55,50,41,47,
2010,"E01017128","00MR","City of Portsmouth","J","South East",22.18,12426,"Portsmouth","Portsmouth 018B","E01017128",7,6,8,8,6,15,9,8,11,8,8,10,14,8,12,10,14,10,16,77,450,241,195,156,99,81,72,60,59,58,44,26,30,
2010,"E01017129","00MR","City of Portsmouth","J","South East",24.84,10764,"Portsmouth","Portsmouth 018C","E01017129",17,19,10,12,17,7,9,10,9,9,12,13,14,12,11,13,12,13,20,76,494,247,202,152,107,88,76,61,68,40,41,26,17,
2010,"E01017130","00MR","City of Portsmouth","J","South East",54.02,1539,"Portsmouth","Portsmouth 018D","E01017130",22,34,36,27,34,33,35,34,33,30,28,34,31,38,25,30,30,29,35,42,201,90,86,95,95,92,102,85,64,71,75,52,40,
2010,"E01017131","00MR","City of Portsmouth","J","South East",19.37,14465,"Portsmouth","Portsmouth 024C","E01017131",20,18,10,22,7,13,6,11,8,12,12,9,9,12,14,11,10,12,94,176,242,75,67,71,86,112,97,72,80,73,66,61,55,
2010,"E01017132","00MR","City of Portsmouth","J","South East",43.46,3584,"Portsmouth","Portsmouth 018E","E01017132",36,30,51,35,40,31,35,30,21,18,18,21,19,19,23,22,22,24,128,116,216,69,55,91,109,107,80,70,83,65,64,71,50,
2010,"E01017133","00MR","City of Portsmouth","J","South East",35.74,5961,"Portsmouth","Portsmouth 018F","E01017133",24,16,22,11,12,17,11,11,13,11,12,12,13,14,16,12,12,11,13,37,195,94,109,104,88,83,82,68,73,53,56,43,47,
2010,"E01017134","00MR","City of Portsmouth","J","South East",8.960000000000001,25397,"Portsmouth","Portsmouth 024D","E01017134",32,35,33,31,21,18,19,19,17,20,16,15,16,16,15,14,14,13,19,17,148,168,232,248,204,203,172,171,209,183,180,132,97,
2010,"E01017135","00MR","City of Portsmouth","J","South East",23.78,11421,"Portsmouth","Portsmouth 022D","E01017135",16,16,13,9,12,13,11,11,8,10,8,8,7,9,10,12,10,10,17,25,97,72,104,119,96,89,82,106,109,75,78,59,61,
2010,"E01017136","00MS","City of Southampton","J","South East",16.6,16827,"Southampton","Southampton 023A","E01017136",4,6,9,7,5,2,1,5,3,5,4,7,7,4,4,5,5,5,9,55,694,217,148,93,58,46,27,38,51,38,25,24,20,
2010,"E01017137","00MS","City of Southampton","J","South East",26.65,9811,"Southampton","Southampton 023B","E01017137",2,3,5,1,0,2,3,1,2,2,2,2,3,3,5,4,7,8,12,129,977,289,152,63,34,28,27,25,21,19,15,16,12,
2010,"E01017138","00MS","City of Southampton","J","South East",18.06,15532,"Southampton","Southampton 023C","E01017138",23,11,15,17,6,5,12,6,5,8,8,6,9,9,10,11,10,16,65,214,483,194,162,128,91,84,78,79,75,62,58,58,45,
2010,"E01017139","00MS","City of Southampton","J","South East",36.68,5624,"Southampton","Southampton 029A","E01017139",41,33,30,29,32,21,25,22,18,17,15,12,16,16,17,15,15,17,42,172,381,89,74,85,89,84,78,61,76,86,74,55,39,
2010,"E01017140","00MS","City of Southampton","J","South East",35.62,5995,"Southampton","Southampton 023D","E01017140",20,15,14,19,8,9,6,7,6,8,8,7,10,10,9,9,9,16,12,40,533,157,101,101,84,82,72,74,75,67,72,59,51,
2010,"E01017141","00MS","City of Southampton","J","South East",32.85,6992,"Southampton","Southampton 029B","E01017141",63,56,62,61,39,43,40,30,34,31,28,28,20,15,18,15,17,19,153,422,560,169,129,121,127,114,91,89,100,94,79,58,34,
2010,"E01017142","00MS","City of Southampton","J","South East",14.43,18775,"Southampton","Southampton 029C","E01017142",21,18,14,7,11,6,6,8,5,2,2,5,4,4,5,7,6,7,150,330,387,106,115,122,92,89,66,79,97,56,34,26,16,
2010,"E01017143","00MS","City of Southampton","J","South East",18.53,15156,"Southampton","Southampton 029D","E01017143",49,33,36,26,25,18,13,11,17,18,19,21,26,22,26,24,25,30,26,34,251,275,321,335,285,264,233,220,223,186,151,120,79,
2010,"E01017144","00MS","City of Southampton","J","South East",15.41,17882,"Southampton","Southampton 001A","E01017144",12,15,14,11,10,9,11,5,9,7,7,6,8,11,6,7,9,9,93,199,317,148,93,81,62,62,60,55,65,56,46,43,40,
2010,"E01017145","00MS","City of Southampton","J","South East",10.27,23673,"Southampton","Southampton 001B","E01017145",11,10,14,11,16,11,11,8,8,9,9,8,7,5,7,8,7,7,10,11,123,94,88,81,71,79,90,108,111,80,64,67,62,
2010,"E01017146","00MS","City of Southampton","J","South East",7.49,27201,"Southampton","Southampton 001C","E01017146",18,24,12,16,17,16,14,9,13,12,13,15,14,10,11,13,11,14,72,145,185,97,117,128,101,94,104,106,111,79,56,61,48,
2010,"E01017147","00MS","City of Southampton","J","South East",5.21,29823,"Southampton","Southampton 006A","E01017147",20,20,20,9,21,12,13,14,11,13,14,11,11,12,10,14,11,12,16,19,163,116,107,100,96,94,98,104,81,58,50,47,50,
2010,"E01017148","00MS","City of Southampton","J","South East",5.85,29158,"Southampton","Southampton 001D","E01017148",11,9,10,9,8,3,10,7,11,4,4,6,6,5,6,8,5,7,145,358,387,114,64,60,64,50,67,80,88,63,54,49,38,
2010,"E01017149","00MS","City of Southampton","J","South East",36.37,5750,"Southampton","Southampton 001E","E01017149",14,20,20,15,17,10,15,16,11,11,12,11,12,19,16,22,18,20,29,44,501,241,145,90,87,79,71,53,47,55,41,33,22,
2010,"E01017150","00MS","City of Southampton","J","South East",7.15,27630,"Southampton","Southampton 006B","E01017150",16,16,14,11,10,10,5,11,7,11,12,10,7,12,11,10,12,9,11,17,142,95,90,86,77,72,67,75,93,84,74,73,54,
2010,"E01017151","00MS","City of Southampton","J","South East",27.99,9130,"Southampton","Southampton 006C","E01017151",16,23,16,12,16,18,15,18,13,11,11,18,13,13,11,12,16,16,20,22,106,77,85,100,99,85,80,94,114,94,73,78,49,
2010,"E01017152","00MS","City of Southampton","J","South East",19.92,14057,"Southampton","Southampton 006D","E01017152",21,20,9,15,15,17,17,19,17,14,15,17,20,16,17,15,13,11,15,21,154,128,133,130,107,112,83,74,81,75,55,49,41,
2010,"E01017153","00MS","City of Southampton","J","South East",41.96,3983,"Southampton","Southampton 022A","E01017153",39,42,45,27,25,20,33,24,27,24,23,18,21,23,20,18,20,19,18,27,315,126,104,94,75,67,72,52,33,29,27,20,10,
2010,"E01017154","00MS","City of Southampton","J","South East",59.63,855,"Southampton","Southampton 022B","E01017154",49,51,55,63,48,46,45,37,35,31,31,26,30,26,27,28,31,31,28,25,128,87,85,106,121,116,102,82,60,58,42,38,30,
2010,"E01017155","00MS","City of Southampton","J","South East",37.4,5375,"Southampton","Southampton 022C","E01017155",41,43,48,36,36,23,27,25,21,20,20,17,17,18,17,17,16,22,23,39,282,113,89,87,84,83,66,61,35,35,33,28,17,
2010,"E01017156","00MS","City of Southampton","J","South East",35.45,6057,"Southampton","Southampton 022D","E01017156",41,43,33,33,43,33,25,22,26,28,27,19,17,21,22,24,28,29,33,59,246,113,91,99,93,79,65,53,35,32,41,23,19,
2010,"E01017157","00MS","City of Southampton","J","South East",16.84,16625,"Southampton","Southampton 017A","E01017157",9,8,3,2,5,5,2,2,1,3,4,5,5,5,3,7,9,7,9,86,696,192,115,81,54,42,37,32,40,26,27,18,29,
2010,"E01017158","00MS","City of Southampton","J","South East",19.57,14306,"Southampton","Southampton 017B","E01017158",11,17,15,9,12,6,9,7,9,9,9,10,7,9,11,8,9,11,14,59,497,174,151,119,95,87,70,59,67,37,32,35,37,
2010,"E01017159","00MS","City of Southampton","J","South East",19.23,14580,"Southampton","Southampton 017C","E01017159",20,19,12,4,10,6,7,10,6,9,9,9,7,7,12,11,11,13,12,79,761,203,118,72,54,56,41,36,25,31,26,23,11,
2010,"E01017160","00MS","City of Southampton","J","South East",26.68,9787,"Southampton","Southampton 017D","E01017160",23,14,18,10,10,5,5,4,3,5,5,8,8,7,8,7,7,10,6,24,310,131,128,131,102,75,52,44,39,27,23,22,24,
2010,"E01017161","00MS","City of Southampton","J","South East",40.32,4474,"Southampton","Southampton 022E","E01017161",31,23,22,24,17,14,9,6,7,8,9,17,16,16,17,18,20,20,38,94,744,268,230,213,144,121,87,91,72,49,34,25,21,
2010,"E01017162","00MS","City of Southampton","J","South East",19.16,14627,"Southampton","Southampton 025A","E01017162",17,16,13,14,6,9,10,11,10,14,15,13,15,14,14,13,16,15,16,21,112,95,63,67,94,87,73,81,95,77,71,74,50,
2010,"E01017163","00MS","City of Southampton","J","South East",50.95,2014,"Southampton","Southampton 025B","E01017163",33,34,43,36,29,29,32,32,34,22,23,22,21,26,26,25,20,31,21,25,136,133,106,122,124,113,86,60,50,43,37,49,29,
2010,"E01017164","00MS","City of Southampton","J","South East",20.37,13715,"Southampton","Southampton 025C","E01017164",18,21,22,15,14,12,19,17,16,16,16,13,12,12,12,13,15,17,14,14,95,79,69,79,105,108,80,64,97,72,69,59,42,
2010,"E01017165","00MS","City of Southampton","J","South East",31.23,7660,"Southampton","Southampton 025D","E01017165",18,17,21,16,19,13,15,15,15,12,13,11,17,15,13,21,26,22,26,19,140,112,63,75,108,116,93,57,48,47,62,67,56,
2010,"E01017166","00MS","City of Southampton","J","South East",43.66,3531,"Southampton","Southampton 025E","E01017166",34,36,42,36,37,24,22,23,28,17,18,27,16,20,24,20,23,23,21,21,127,127,93,95,106,110,77,47,41,50,47,65,46,
2010,"E01017167","00MS","City of Southampton","J","South East",60.32,799,"Southampton","Southampton 027A","E01017167",33,48,49,43,33,34,37,40,32,35,35,35,23,30,21,22,15,17,21,19,116,120,115,116,109,112,79,45,49,57,46,28,16,
2010,"E01017168","00MS","City of Southampton","J","South East",39.76,4637,"Southampton","Southampton 027B","E01017168",31,40,30,22,22,25,31,26,19,25,25,15,18,14,17,14,13,16,17,16,104,130,102,122,159,125,88,56,65,60,62,64,35,
2010,"E01017169","00MS","City of Southampton","J","South East",36.92,5530,"Southampton","Southampton 027C","E01017169",27,26,42,20,21,24,25,22,22,14,15,23,21,28,22,23,16,22,21,22,134,123,97,95,120,119,87,54,67,57,50,44,33,
2010,"E01017170","00MS","City of Southampton","J","South East",27.96,9146,"Southampton","Southampton 027D","E01017170",25,23,27,23,32,30,12,13,21,14,15,19,18,16,15,22,20,20,22,19,132,118,106,110,117,120,79,63,69,60,52,58,42,
2010,"E01017171","00MS","City of Southampton","J","South East",19.32,14514,"Southampton","Southampton 014A","E01017171",36,20,23,21,19,17,14,13,15,14,15,15,8,20,13,17,13,13,13,14,110,154,193,190,150,107,97,87,82,73,56,50,52,
2010,"E01017172","00MS","City of Southampton","J","South East",22.72,12077,"Southampton","Southampton 014B","E01017172",28,25,18,28,13,14,14,17,14,17,20,24,24,24,19,22,16,24,21,16,130,164,184,188,153,128,103,91,112,72,62,35,30,
2010,"E01017173","00MS","City of Southampton","J","South East",15.02,18229,"Southampton","Southampton 014C","E01017173",22,21,22,15,17,16,17,20,10,12,13,17,11,12,16,18,19,14,23,20,127,115,84,72,80,102,106,91,88,48,45,38,41,
2010,"E01017174","00MS","City of Southampton","J","South East",16.68,16750,"Southampton","Southampton 008A","E01017174",9,13,16,13,14,18,12,10,9,12,13,7,9,10,13,15,11,13,16,18,107,110,70,74,85,83,80,73,90,88,90,57,36,
2010,"E01017175","00MS","City of Southampton","J","South East",12.88,20526,"Southampton","Southampton 008B","E01017175",15,17,17,24,20,13,15,18,15,17,19,22,24,27,21,21,28,18,24,24,115,119,98,115,135,133,88,78,81,61,49,34,31,
2010,"E01017176","00MS","City of Southampton","J","South East",15.89,17435,"Southampton","Southampton 008C","E01017176",25,15,17,23,17,10,16,13,20,18,20,25,20,25,16,21,27,22,25,21,129,111,87,105,109,116,102,82,81,74,58,49,41,
2010,"E01017177","00MS","City of Southampton","J","South East",18.35,15292,"Southampton","Southampton 014D","E01017177",17,11,16,13,13,15,9,11,10,12,13,12,10,9,16,11,11,10,11,9,103,136,158,151,118,94,96,104,107,71,50,54,44,
2010,"E01017178","00MS","City of Southampton","J","South East",9.029999999999999,25314,"Southampton","Southampton 014E","E01017178",10,21,17,25,19,14,15,30,18,17,18,18,22,25,16,25,20,15,21,21,153,132,111,104,129,134,108,102,72,56,41,32,25,
2010,"E01017179","00MS","City of Southampton","J","South East",34.33,6439,"Southampton","Southampton 008D","E01017179",18,21,35,27,22,19,20,25,17,18,20,25,33,26,22,20,22,20,24,19,136,137,95,93,96,100,78,90,86,71,46,41,23,
2010,"E01017180","00MS","City of Southampton","J","South East",8.15,26422,"Southampton","Southampton 002A","E01017180",17,30,12,19,20,15,16,17,15,21,22,17,22,20,19,15,18,21,20,21,92,110,103,99,87,100,109,148,146,67,36,27,21,
2010,"E01017181","00MS","City of Southampton","J","South East",31.75,7448,"Southampton","Southampton 002B","E01017181",23,17,18,24,25,15,19,15,16,20,23,15,20,18,18,19,17,32,21,19,116,123,104,89,75,69,84,97,143,81,51,34,20,
2010,"E01017182","00MS","City of Southampton","J","South East",33.89,6587,"Southampton","Southampton 004A","E01017182",13,13,12,15,10,12,7,9,5,10,10,10,16,15,16,16,11,11,23,21,104,102,73,59,53,75,86,80,98,81,73,76,73,
2010,"E01017183","00MS","City of Southampton","J","South East",9.699999999999999,24427,"Southampton","Southampton 002C","E01017183",24,19,23,24,24,27,32,20,17,16,17,19,31,22,15,19,23,17,27,13,108,96,88,88,100,120,129,133,131,72,54,39,28,
2010,"E01017184","00MS","City of Southampton","J","South East",27.0,9616,"Southampton","Southampton 004B","E01017184",16,20,12,18,22,27,11,11,16,14,15,19,16,14,13,14,16,20,16,15,107,104,80,81,66,71,69,123,149,89,53,27,32,
2010,"E01017185","00MS","City of Southampton","J","South East",28.36,8952,"Southampton","Southampton 002D","E01017185",32,21,27,33,39,37,26,34,24,22,25,26,30,27,22,22,21,20,20,20,109,115,104,82,84,88,91,98,105,83,61,70,58,
2010,"E01017186","00MS","City of Southampton","J","South East",32.78,7017,"Southampton","Southampton 004C","E01017186",23,23,26,19,13,23,20,19,22,16,17,18,19,25,28,27,32,28,35,26,132,129,133,133,105,99,107,93,96,59,43,39,26,
2010,"E01017187","00MS","City of Southampton","J","South East",21.77,12686,"Southampton","Southampton 002E","E01017187",23,24,26,19,23,19,20,20,16,16,18,13,18,12,16,17,12,20,17,16,92,117,116,107,73,100,94,121,116,77,43,43,48,
2010,"E01017188","00MS","City of Southampton","J","South East",41.41,4146,"Southampton","Southampton 004D","E01017188",28,28,26,23,26,27,18,28,29,26,30,21,20,21,27,21,28,31,30,31,147,107,80,87,88,111,113,94,79,65,63,46,32,
2010,"E01017189","00MS","City of Southampton","J","South East",24.37,11051,"Southampton","Southampton 020A","E01017189",13,21,12,17,12,8,11,10,9,8,8,5,7,6,9,5,14,17,16,32,291,228,187,145,87,69,62,80,64,56,43,43,35,
2010,"E01017190","00MS","City of Southampton","J","South East",7.32,27399,"Southampton","Southampton 020B","E01017190",18,10,8,12,10,8,8,7,4,8,9,8,8,6,9,7,9,6,43,108,349,227,171,119,92,75,67,63,69,45,45,36,37,
2010,"E01017191","00MS","City of Southampton","J","South East",23.84,11373,"Southampton","Southampton 020C","E01017191",31,25,25,17,16,16,11,5,9,6,5,10,6,8,8,7,10,10,18,36,308,219,169,134,121,93,93,83,65,68,38,37,17,
2010,"E01017192","00MS","City of Southampton","J","South East",23.17,11808,"Southampton","Southampton 021A","E01017192",31,29,30,19,25,19,22,16,14,14,14,17,15,13,17,15,16,18,17,22,122,161,160,143,121,111,109,93,84,70,60,41,31,
2010,"E01017193","00MS","City of Southampton","J","South East",19.43,14425,"Southampton","Southampton 021B","E01017193",22,15,34,13,21,21,12,15,11,12,13,9,9,12,10,14,13,12,12,21,116,116,109,120,123,108,83,83,76,60,59,49,42,
2010,"E01017194","00MS","City of Southampton","J","South East",29.31,8504,"Southampton","Southampton 021C","E01017194",35,20,26,17,19,13,17,9,13,12,13,14,15,16,16,16,18,20,24,24,205,189,150,134,117,91,84,83,69,63,49,34,30,
2010,"E01017195","00MS","City of Southampton","J","South East",22.85,11986,"Southampton","Southampton 021D","E01017195",38,34,32,34,27,24,8,8,16,9,9,13,15,10,12,13,13,17,17,19,121,139,152,153,121,109,95,95,105,81,70,52,39,
2010,"E01017196","00MS","City of Southampton","J","South East",13.02,20363,"Southampton","Southampton 020D","E01017196",29,22,21,23,19,14,14,6,9,8,10,8,12,13,10,11,11,13,27,49,246,230,239,199,141,115,94,91,83,82,65,62,50,
2010,"E01017197","00MS","City of Southampton","J","South East",14.24,18963,"Southampton","Southampton 020E","E01017197",16,15,20,21,17,18,11,14,10,13,13,19,22,17,17,18,23,34,22,24,200,141,101,89,96,95,80,84,72,57,51,30,21,
2010,"E01017198","00MS","City of Southampton","J","South East",24.56,10935,"Southampton","Southampton 018A","E01017198",18,14,16,14,9,12,15,6,10,7,8,10,11,8,16,15,13,14,15,15,94,90,66,64,81,82,114,96,98,74,79,79,69,
2010,"E01017199","00MS","City of Southampton","J","South East",20.19,13853,"Southampton","Southampton 018B","E01017199",24,17,20,16,12,10,15,12,12,14,16,12,11,16,15,16,14,17,16,18,113,105,89,92,98,110,127,103,89,94,91,76,53,
2010,"E01017200","00MS","City of Southampton","J","South East",16.06,17296,"Southampton","Southampton 016A","E01017200",15,15,19,13,12,9,15,12,10,11,12,15,12,13,15,12,12,17,16,15,95,84,77,96,120,117,116,89,99,73,82,78,60,
2010,"E01017201","00MS","City of Southampton","J","South East",38.37,5059,"Southampton","Southampton 016B","E01017201",22,22,25,22,26,27,21,18,21,22,23,21,18,21,18,19,23,20,19,15,69,62,71,101,118,109,89,82,73,72,73,45,38,
2010,"E01017202","00MS","City of Southampton","J","South East",38.7,4963,"Southampton","Southampton 016C","E01017202",41,40,38,33,46,33,28,29,28,24,27,29,33,31,28,24,21,25,21,21,78,80,124,134,112,96,79,65,76,54,55,34,33,
2010,"E01017203","00MS","City of Southampton","J","South East",21.37,12972,"Southampton","Southampton 016D","E01017203",24,23,23,33,20,16,13,15,15,14,16,17,15,19,22,16,20,25,18,24,124,103,80,83,111,139,110,101,97,85,59,60,37,
2010,"E01017204","00MS","City of Southampton","J","South East",12.09,21437,"Southampton","Southampton 016E","E01017204",22,20,24,21,12,22,13,16,12,10,11,15,15,16,12,19,20,21,23,26,116,77,62,83,104,154,119,98,115,102,71,58,35,
2010,"E01017205","00MS","City of Southampton","J","South East",43.05,3683,"Southampton","Southampton 018C","E01017205",21,23,24,21,29,28,22,16,20,13,14,13,14,19,15,21,21,24,34,23,150,115,73,72,106,118,85,77,55,52,44,42,41,
2010,"E01017206","00MS","City of Southampton","J","South East",23.22,11772,"Southampton","Southampton 018D","E01017206",24,14,24,15,18,13,15,13,10,16,19,12,18,13,14,18,17,18,21,23,131,111,77,82,105,144,139,115,126,70,74,57,53,
2010,"E01017207","00MS","City of Southampton","J","South East",55.6,1317,"Southampton","Southampton 015A","E01017207",48,46,40,38,45,43,34,32,39,37,40,27,33,32,29,29,27,24,21,22,144,147,135,116,92,78,55,43,48,45,37,46,47,
2010,"E01017208","00MS","City of Southampton","J","South East",42.33,3882,"Southampton","Southampton 019A","E01017208",33,33,37,35,28,28,32,23,25,20,21,17,21,28,18,21,17,23,23,21,126,122,103,100,87,79,71,81,57,59,48,41,36,
2010,"E01017209","00MS","City of Southampton","J","South East",18.47,15203,"Southampton","Southampton 015B","E01017209",25,23,26,22,19,15,23,18,12,16,18,15,19,22,13,19,16,16,17,21,96,121,138,138,138,106,70,68,56,47,35,35,20,
2010,"E01017210","00MS","City of Southampton","J","South East",47.72,2626,"Southampton","Southampton 019B","E01017210",23,26,34,25,26,33,27,30,24,23,26,28,32,23,30,29,33,32,34,30,154,137,97,100,96,84,88,64,53,44,42,43,37,
2010,"E01017211","00MS","City of Southampton","J","South East",22.3,12339,"Southampton","Southampton 015C","E01017211",15,27,12,20,21,7,11,12,8,9,10,8,11,16,15,13,13,12,15,18,127,135,144,132,101,95,81,62,65,66,78,88,83,
2010,"E01017212","00MS","City of Southampton","J","South East",16.95,16514,"Southampton","Southampton 015D","E01017212",20,15,23,20,20,19,10,12,16,16,17,16,19,23,21,22,23,21,26,24,127,103,87,109,115,99,80,80,58,51,43,31,18,
2010,"E01017213","00MS","City of Southampton","J","South East",16.16,17219,"Southampton","Southampton 015E","E01017213",24,16,19,17,13,15,13,7,13,12,13,18,14,19,14,18,15,14,24,14,98,133,141,165,141,110,94,86,55,48,39,38,28,
